Category,Sub Category,Name,upc from pricebook,price ,Images,,,,,,,SKU,Description
Rum,Rum,Capt Morgan White Rum (750 ml),82000766827,20٫99,https://drive.google.com/uc?id=1HbDy_gQ1cfrYFUKO6WtN5qVfUaY8DAOC,,,,,,,BP-RUM-750-10636,Capt Morgan White Rum (750 ml) at $20.99. Sophisticated quality throughout. Fast delivery to your neighborhood.
Rum,Rum,Flor De Cana Gold Label Rum (750 ml),26964177190,13٫99,https://drive.google.com/uc?id=1wK2eFJLF_Gzx6_mUVl-cEEXQcTa3B72x,,,,,,,BP-RUM-750-10637,Experience Flor De Cana Gold Label Rum (750 ml) at $13.99. This rich spirit is a rocks glass hero. Buy now with free delivery over $50.
Rum,Rum,Mount Gay Eclipse (750 ml),87236950033,27٫99,https://drive.google.com/uc?id=1YkEgKoJ_eiob-B2cmyL834wsiC5-awVb,,,,,,,BP-RUM-750-10638,Premium rum doesn't mean premium prices – Mount Gay Eclipse (750 ml) is $27.99. Mellow character included. Order now for next-hour delivery.
Seltzers & More,Hard Lemonade & Tea,Twisted Tea Pineapple Hard Iced Tea (24 oz),87692832317,5٫99,https://drive.google.com/uc?id=1PVzhN1o7tLqCyNmnnteIVfjqPe-D7YZn,,,,,,,BP-SEL-24OZ-10639,Twisted Tea Pineapple Hard Iced Tea (24 oz) at $5.99. Outstanding quality throughout. In stock – order for delivery today.
Seltzers & More,Hard Seltzer,High Noon Pineapple Vodka Hard Seltzer Can (700 ml),85000429266,13٫99,https://drive.google.com/uc?id=1948X8D075K4tSDNtG_ppKPFCC5-MWwqQ,,,,,,,BP-SEL-700-10640,High Noon Pineapple Vodka Hard Seltzer Can (700 ml) at $13.99. Remarkable through and through. Shop online – pickup in-store today.
Seltzers & More,Hard Seltzer,White Claw Hard Seltzer Black Cherry Can (12 oz),6.35985E+11,27٫99,https://drive.google.com/uc?id=16VFHKhHo2J1O1oJ4_42F6Pqc5nFtR_pT,,,,,,,BP-SEL-12OZ-10641,"Quality ingredients, proper process: White Claw Hard Seltzer Black Cherry Can (12 oz) is $27.99. Remarkable results guaranteed. Available for immediate pickup."
Seltzers & More,Hard Seltzer,White Claw Mango Hard Seltzer Can (19.2 oz),6.35985E+11,4٫99,https://drive.google.com/uc?id=1YZli35Fm7fLwDAdqgN_BBNSDzPmyvq0b,,,,,,,BP-SEL-19.2OZ-10642,Great value alert: White Claw Mango Hard Seltzer Can (19.2 oz) for $4.99. Shop online – pickup in-store today.
Seltzers & More,Hard Seltzer,White Claw Surf Variety Pack Hard Seltzer Cans (12 fl oz x 12 ct),6.35986E+11,26٫99,https://drive.google.com/uc?id=1nKttH2LBqaKwmSpFXcaCw79CD4klm5MF,,,,,,,BP-SEL-000-10643,Anytime refreshment: White Claw Surf Variety Pack Hard Seltzer Cans (12 fl oz x 12 ct) at $26.99. Order online for curbside pickup.
Seltzers & More,Hard Soda,Jarritos Mandarin Cantaritos Hard Soda Can (25 oz),18200263941,5٫99,https://drive.google.com/uc?id=1-Nvdl1RMVbTTEc6B49r2Xs3VgXR7C19y,,,,,,,BP-SEL-25OZ-10644,"Jarritos Mandarin Cantaritos Hard Soda Can (25 oz) represents quality quality at $5.99. Crafted with care, priced to share. Order now for next-hour delivery."
Seltzers & More,RTD Cocktails,Crown Royal Whisky RTD Cocktail Lemonade Cans (12 oz x 4 ct),82000798651,15٫99,https://drive.google.com/uc?id=1GEzLlCskgfHQp4vRxLlOV3zKxwBSvSm2,,,,,,,BP-SEL-12OZ-10645,Want Crown Royal Whisky RTD Cocktail Lemonade Cans (12 oz x 4 ct)? Available same-day delivery for $15.99. In stock – order for delivery today.
Snacks,Cheese Puffs,Cheetos Flamin' Hot (8.5 oz),28400589895,6٫99,https://drive.google.com/uc?id=1xNpQKwAE6nbUEYqZ8QZWn7JGJnNu5ISc,,,,,,,BP-SNA-8.5OZ-10646,Smart shoppers choose Cheetos Flamin' Hot (8.5 oz) – $6.99 for quality. Order now for same-day delivery.
Snacks,Chips,Doritos Nacho Cheese (9.25 oz),28400516464,7٫99,https://drive.google.com/uc?id=1t4OX2kCGoKJgl52en9LXo4jlFnPhCywU,,,,,,,BP-SNA-9.25OZ-10647,Doritos Nacho Cheese (9.25 oz) at $7.99. Premium quality throughout. Delivered fresh to your doorstep.
Snacks,Chips,Have'a Corn Chips (4 oz),39675777771,5٫99,https://drive.google.com/uc?id=1-Nvdl1RMVbTTEc6B49r2Xs3VgXR7C19y,,,,,,,BP-SNA-4OZ-10648,Gift-worthy: Have'a Corn Chips (4 oz) at $5.99. Order online for curbside pickup.
Snacks,Chips,Kettle Brand Krinkle Cut Salt & Fresh Ground Pepper Potato Chips (2 oz),84114032607,3٫99,https://drive.google.com/uc?id=1yUKe8iSFut1gTGQk7n6v0t2CXkcNQQ6b,,,,,,,BP-SNA-2OZ-10649,Experience Kettle Brand Krinkle Cut Salt & Fresh Ground Pepper Potato Chips (2 oz) for $3.99. Order now for same-day delivery.
Snacks,Chips,Lay's Baked Original Potato Chips (1.88 oz),28400183826,5٫99,https://drive.google.com/uc?id=1CgHRiRT0PqsJFz9IJWu6X9zie--yivD4,,,,,,,BP-SNA-1.88OZ-10650,Lay's Baked Original Potato Chips (1.88 oz) at $5.99. Outstanding through and through. Order online for curbside pickup.
Snacks,Chips,Lay's Chile Limon Potato Chips (7.75 oz),28400201322,5٫99,https://drive.google.com/uc?id=1RZuYZ9qHeVaMEt0Dqbj8pdoYj-JtgLGJ,,,,,,,BP-SNA-7.75OZ-10651,"Lay's Chile Limon Potato Chips (7.75 oz) represents exceptional quality at $5.99. Crafted with care, priced to share. In stock – order for delivery today."
Snacks,Chips,Lay's Salt & Vinegar Flavored Potato Chips (3 oz),28400200608,5٫99,https://drive.google.com/uc?id=1WVybTZ4i0BnInBuWIXhaWMsStsQ8lrwZ,,,,,,,BP-SNA-3OZ-10652,Want Lay's Salt & Vinegar Flavored Potato Chips (3 oz)? Available near you for $5.99. Order now for next-hour delivery.
Snacks,Chips,Popcorners Gluten Free Popped Corn Chips Kettle (3 oz),8.10607E+11,3٫99,https://drive.google.com/uc?id=17grJcwdpvrycYDOyikLrVMSmEf-5S4s3,,,,,,,BP-SNA-3OZ-10653,Popcorners Gluten Free Popped Corn Chips Kettle (3 oz) at $3.99. Outstanding through and through. Available for immediate pickup.
Snacks,Chips,Pringles BBQ Potato Chips (1.4 oz),38000138546,2٫99,https://drive.google.com/uc?id=14FGrWYknJ1yvvv_S-VBF4p8Eq8PkhHYd,,,,,,,BP-SNA-1.4OZ-10654,"Right-size portion: Pringles BBQ Potato Chips (1.4 oz) for $2.99. Remarkable quality, perfect quantity. Available order online. Order online for curbside pickup."
Snacks,Chips,Pringles Ranch Potato Chips (5.2 oz),38000138720,4٫99,https://drive.google.com/uc?id=1XDEYD4ILHOh0zA8kNFosri_yV8Ps_b2S,,,,,,,BP-SNA-5.2OZ-10655,"Experience Pringles Ranch Potato Chips (5.2 oz) for $4.99. Buy online, enjoy tonight."
Snacks,Chips,Ruffles Original Potato Chips (8.5 oz),28400516686,6٫99,https://drive.google.com/uc?id=1XFtqzniKzkCFJtzZ-nCHD5119tw89PwD,,,,,,,BP-SNA-8.5OZ-10656,Smart shoppers choose Ruffles Original Potato Chips (8.5 oz) – $6.99 for quality. Available for immediate pickup.
Snacks,Chips,Tostitos Hint of Lime Tortilla Chips (13 oz),28400064040,4٫99,https://drive.google.com/uc?id=1iQPHbKLCKlng4v6sG8cBL4s_PvBFZsmt,,,,,,,BP-SNA-13OZ-10657,Everyday enjoyment: Tostitos Hint of Lime Tortilla Chips (13 oz) at $4.99. Add to cart for fast local delivery.
Snacks,Chips & Crackers,Cheez-It Original (12.4 oz),24100106851,5٫99,https://drive.google.com/uc?id=19iHs3ub65L_FzkpLIN1wB3ZwEMLTYvI8,,,,,,,BP-SNA-12.4OZ-10658,"Quality ingredients, proper process: Cheez-It Original (12.4 oz) is $5.99. Quality results guaranteed. Order online for curbside pickup."
Snacks,Chips & Crackers,El Sabroso Guacachip Guacamole (3 oz),78907450341,3٫99,https://drive.google.com/uc?id=1QwnYfeKMQ7wJPyrRL59Qk53zULHjmHsh,,,,,,,BP-SNA-3OZ-10659,"El Sabroso Guacachip Guacamole (3 oz) at $3.99. Premium through and through. Buy online, enjoy tonight."
Snacks,Chips & Crackers,El Sabroso Salsitas Spicy Salsa Tortilla Rounds (3 oz),78907450396,3٫99,https://drive.google.com/uc?id=1AzEo7sRt4Fb-qTsNyIfvkJa_EufIYW6C,,,,,,,BP-SNA-3OZ-10660,"El Sabroso Salsitas Spicy Salsa Tortilla Rounds (3 oz) represents outstanding quality at $3.99. Crafted with care, priced to share. Delivered fresh to your doorstep."
Snacks,Chips & Crackers,Fritos Flamin' Hot (9.25 oz),28400589314,6٫99,https://drive.google.com/uc?id=1aWmydbO0m6mSR9UzKTXPJLc-MqU_uG-6,,,,,,,BP-SNA-9.25OZ-10661,Shop Fritos Flamin' Hot (9.25 oz) online – $6.99 with quick delivery. Exceptional quality guaranteed. Get it delivered to your door.
Snacks,Chips & Crackers,Kettle Brand Jalapeno (2 oz),84114115881,3٫99,https://drive.google.com/uc?id=1j8mdXNX1bdQNInxDG-FJliVl3pj4BOXw,,,,,,,BP-SNA-2OZ-10662,Kettle Brand Jalapeno (2 oz) at $3.99. Premium through and through. Add to cart for fast local delivery.
Snacks,Chips & Crackers,Kettle Brand Sea Salt (2 oz),84114033338,3٫99,https://drive.google.com/uc?id=1PbZg5-LBmbplz3SJgAxXs14crXuiWK6O,,,,,,,BP-SNA-2OZ-10663,Shop Kettle Brand Sea Salt (2 oz) online – $3.99 with same-day delivery. Premium quality guaranteed. Get it delivered to your door.
Snacks,Chips & Crackers,Lay's Classic (8 oz),28400199148,5٫99,https://drive.google.com/uc?id=1GG4ch4L2Nnl46FO4FDysfk7DlLzVe13s,,,,,,,BP-SNA-8OZ-10664,"Lay's Classic (8 oz) at $5.99. Exceptional through and through. Buy online, enjoy tonight."
Snacks,Chips & Crackers,Lay's Sour Cream & Onion (7.75 oz),28400199636,5٫99,https://drive.google.com/uc?id=1QUbV7FW_bXd9tMfcmQoJ1y4dusKNsUhI,,,,,,,BP-SNA-7.75OZ-10665,"Lay's Sour Cream & Onion (7.75 oz) represents quality quality at $5.99. Crafted with care, priced to share. Available for immediate pickup."
Snacks,Chips & Crackers,Lay's Wavy Original (7.75 oz),28400043809,5٫99,https://drive.google.com/uc?id=1k29MkgyAejbDsCPs2382FTQJNcycMvbb,,,,,,,BP-SNA-7.75OZ-10666,"Right-size portion: Lay's Wavy Original (7.75 oz) for $5.99. Remarkable quality, perfect quantity. Available local delivery available. Available for immediate pickup."
Snacks,Chips & Crackers,Pepperidge Farm Goldfish Flavor Blasted Xtra Cheddar (6.6 oz),14100085485,2٫99,https://drive.google.com/uc?id=17wctjJtUpRf4UXc1T9LaZxcjSNDO2WfG,,,,,,,BP-SNA-6.6OZ-10667,Want Pepperidge Farm Goldfish Flavor Blasted Xtra Cheddar (6.6 oz)? Available in your area for $2.99. Order online for curbside pickup.
Snacks,Chips & Crackers,Sabritas Doritos Dinamita Chile Limon (9.25 oz),28400009850,4٫99,https://drive.google.com/uc?id=1iHl7tb68_Y96JZjMV0VPD2hY2FwvNsrh,,,,,,,BP-SNA-9.25OZ-10668,"Sabritas Doritos Dinamita Chile Limon (9.25 oz) represents exceptional quality at $4.99. Crafted with care, priced to share. Buy online, enjoy tonight."
Snacks,Chocolate,"Hershey's Candy Bar, Cookies n Cream 1.55 ( oz)",34000002399,2٫99,https://drive.google.com/uc?id=1HGaFOTZngr6cx_Ny3IGkwwYZMXucCKSm,,,,,,,BP-SNA-000-10669,"Right-size portion: Hershey's Candy Bar, Cookies n Cream 1.55 ( oz) for $2.99. Exceptional quality, perfect quantity. Available same-day delivery. Add to cart for fast local delivery."
Snacks,Chocolate,Hershey's Milk Chocolate with Almonds bar (1.45 oz),34000002412,2٫99,https://drive.google.com/uc?id=1GE1BHhDSzL-BmcnjwCnizXc6WOagSJ3d,,,,,,,BP-SNA-1.45OZ-10670,Highly rated: Hershey's Milk Chocolate with Almonds bar (1.45 oz) at $2.99. Delivered fresh to your doorstep.
Snacks,Chocolate,Kit Kat (1.5 oz),34000002467,2٫99,https://drive.google.com/uc?id=1n9mur7knIq3twX2_O67RTurc7pl2o95n,,,,,,,BP-SNA-1.5OZ-10671,Great value alert: Kit Kat (1.5 oz) for $2.99. Buy now with free delivery over $50.
Snacks,Chocolate,Kit Kat Bar (3 oz),34000002290,4٫99,https://drive.google.com/uc?id=1TavVFNaiJ8J4jxJp4OaKVQ4bxMnQpL5m,,,,,,,BP-SNA-3OZ-10672,Kit Kat Bar (3 oz) at $4.99. Remarkable quality throughout. Order now for next-hour delivery.
Snacks,Chocolate,M&M's Milk Chocolate Share Size,40000004318,4٫99,https://drive.google.com/uc?id=1CFJSYsGX75VdoxK0Q3i5EjAo8R5GkwyY,,,,,,,BP-SNA-000-10673,Smart shoppers choose M&M's Milk Chocolate Share Size – $4.99 for quality. Shop online – pickup in-store today.
Snacks,Chocolate,M&M's Peanut Butter Share Size,40000002239,3٫99,https://drive.google.com/uc?id=1AZCYo7ECBgorEf0PHsoaDXjCV_MjK2_4,,,,,,,BP-SNA-000-10674,M&M's Peanut Butter Share Size at $3.99. Outstanding quality throughout. Get it delivered to your door.
Snacks,Chocolate,M&M's Peanut Share Size,40000004325,3٫99,https://drive.google.com/uc?id=153mSWMWte8aOtA8wfx53QSezaDOeAn2F,,,,,,,BP-SNA-000-10675,Crowd-pleaser: M&M's Peanut Share Size at $3.99. Add to cart for fast local delivery.
Snacks,Chocolate,Reese's Fast Break,34000000524,2٫99,https://drive.google.com/uc?id=1V4zV378ndpiE3iMff5vVAYD8EygBYA6g,,,,,,,BP-SNA-000-10676,Reese's Fast Break at $2.99. Premium quality throughout. Order now for next-hour delivery.
Snacks,Chocolate,Snickers Almond Candy Bar (3.2 oz),40000006275,4٫99,https://drive.google.com/uc?id=1CIp5Wr_Wa1wYRppckcl4bX66sjUKuvUh,,,,,,,BP-SNA-3.2OZ-10677,Snickers Almond Candy Bar (3.2 oz) at $4.99. Quality through and through. Order now for next-hour delivery.
Snacks,Chocolate,Snickers King Size,40000002635,3٫99,https://drive.google.com/uc?id=1C0cCG_NN-I7mb9o4JXXfmx5cfYXiFDcg,,,,,,,BP-SNA-000-10678,"Right-size portion: Snickers King Size for $3.99. Quality quality, perfect quantity. Available in your area. Add to cart for fast local delivery."
Snacks,Chocolate,Twix King Size (3.02 oz),40000004059,4٫99,https://drive.google.com/uc?id=1hvUlmBxWx8Q5_TIkWiVGARz_XcIEVBNQ,,,,,,,BP-SNA-3.02OZ-10679,Highly rated: Twix King Size (3.02 oz) at $4.99. Available for immediate pickup.
Snacks,Cookies,Gamesa Marias Vanilla Cookies (4.93 oz),6.867E+11,3٫99,https://drive.google.com/uc?id=1bjXozZhTHRRxGzduiGwKwS5oWu8PnH3H,,,,,,,BP-SNA-4.93OZ-10680,Gamesa Marias Vanilla Cookies (4.93 oz) at $3.99. Quality through and through. Order now for next-hour delivery.
Snacks,Cookies,Glico Pocky Strawberry Cream Covered Biscuit Sticks (1.41 oz),73141150057,2٫99,https://drive.google.com/uc?id=1LPEUgmiEZOTPdPKXvBmiWexzDlFrVV8E,,,,,,,BP-SNA-1.41OZ-10681,Date night perfect: Glico Pocky Strawberry Cream Covered Biscuit Sticks (1.41 oz) at $2.99. Buy now with free delivery over $50.
Snacks,Cookies,Lenny & Larry's the Complete Cookie Lemon Poppy Seed (4 oz),7.87693E+11,3٫99,https://drive.google.com/uc?id=1-Nvdl1RMVbTTEc6B49r2Xs3VgXR7C19y,,,,,,,BP-SNA-4OZ-10682,"Quality ingredients, proper process: Lenny & Larry's the Complete Cookie Lemon Poppy Seed (4 oz) is $3.99. Premium results guaranteed. Add to cart for fast local delivery."
Snacks,Cookies,Loacker Classic Chocolate Wafers (45 g),76580160182,2٫99,https://drive.google.com/uc?id=1-Nvdl1RMVbTTEc6B49r2Xs3VgXR7C19y,,,,,,,BP-SNA-000-10683,"Right-size portion: Loacker Classic Chocolate Wafers (45 g) for $2.99. Premium quality, perfect quantity. Available in your area. Buy now with free delivery over $50."
Snacks,Cookies,Marinela Barritas Pineapple Filled Cookies (3.74 oz),74323094251,3٫99,https://drive.google.com/uc?id=16X8mEomxDFxDGebsxyWJitMtnJUiLWHk,,,,,,,BP-SNA-3.74OZ-10684,Marinela Barritas Pineapple Filled Cookies (3.74 oz) at $3.99. Premium quality throughout. Order now for next-hour delivery.
Snacks,Cookies,Meiji Hello Panda Chocolate Creme Filled Cookies (7 oz),72320700045,1٫99,https://drive.google.com/uc?id=1-Nvdl1RMVbTTEc6B49r2Xs3VgXR7C19y,,,,,,,BP-SNA-7OZ-10685,Shop Meiji Hello Panda Chocolate Creme Filled Cookies (7 oz) online – $1.99 with order online. Outstanding quality guaranteed. Available for immediate pickup.
Snacks,Cookies,Meiji Hello Panda Strawberry Cream Filled Cookies (7 oz),72320700281,1٫99,https://drive.google.com/uc?id=1-Nvdl1RMVbTTEc6B49r2Xs3VgXR7C19y,,,,,,,BP-SNA-7OZ-10686,Shop Meiji Hello Panda Strawberry Cream Filled Cookies (7 oz) online – $1.99 with neighborhood liquor store. Quality quality guaranteed. Order online for curbside pickup.
Snacks,Cookies,Nabisco Chips Ahoy Mini Chocolate Chip Cookies (3 oz),44000006792,3٫99,https://drive.google.com/uc?id=1FvwOPQZ_czj2HEeyrT3fZHXTUEnPK2Ni,,,,,,,BP-SNA-3OZ-10687,Shop Nabisco Chips Ahoy Mini Chocolate Chip Cookies (3 oz) online – $3.99 with in your area. Premium quality guaranteed. Add to cart for fast local delivery.
Snacks,Cookies & Pastries,Grandma's Cookies Peanut Butter,28400001533,1٫99,https://drive.google.com/uc?id=1S4TJ6dvCVaHFT1UXVvqvnDidoaxYaB4P,,,,,,,BP-SNA-000-10688,"Quality ingredients, proper process: Grandma's Cookies Peanut Butter is $1.99. Quality results guaranteed. Delivered fresh to your doorstep."
Snacks,Cookies & Pastries,"Grandma's Cookies, Chocolate Brownie",28400079143,1٫99,https://drive.google.com/uc?id=1BgMSa_3zSfEnRhBQOxAMyTkRgZwkA0pE,,,,,,,BP-SNA-000-10689,"Popular choice: Grandma's Cookies, Chocolate Brownie at $1.99. Order online for curbside pickup."
Snacks,Cookies & Pastries,Grandma's Vanilla (3.25 oz),28400089913,1٫99,https://drive.google.com/uc?id=1949HPBCaDe66d3l-5fOtxcxublDgKQVA,,,,,,,BP-SNA-3.25OZ-10690,Grandma's Vanilla (3.25 oz) at $1.99. Outstanding through and through. Order online for curbside pickup.
Snacks,Cookies & Pastries,Kellogg's Pop Tarts Frosted Cherry (3.67 oz),38000318405,1٫99,https://drive.google.com/uc?id=13uztd8uamsKGodXVwmHpD9uSfCJqFCCh,,,,,,,BP-SNA-3.67OZ-10691,Weeknight winner: Kellogg's Pop Tarts Frosted Cherry (3.67 oz) at $1.99. Buy now with free delivery over $50.
Snacks,Cookies & Pastries,Kellogg's Rice Krispies Treats Original (1.3 oz),38000765414,2٫99,https://drive.google.com/uc?id=1SRievg9_-RiGGZM4BIdWuYlpXEwIdmJD,,,,,,,BP-SNA-1.3OZ-10692,Want Kellogg's Rice Krispies Treats Original (1.3 oz)? Available local delivery available for $2.99. Order online for curbside pickup.
Snacks,Cookies & Pastries,Lenny & Larry's The Complete Cookie Baked Nutrition - Chocolate Chip (4 oz),7.87693E+11,3٫99,https://drive.google.com/uc?id=1LDlZlCeKBeW8OEQks4uu65cBy5HQvVmR,,,,,,,BP-SNA-4OZ-10693,"Quality ingredients, proper process: Lenny & Larry's The Complete Cookie Baked Nutrition - Chocolate Chip (4 oz) is $3.99. Outstanding results guaranteed. Buy online, enjoy tonight."
Snacks,Cookies & Pastries,Lenny & Larry's The Complete Cookie Baked Nutrition - Snickerdoodle (4 oz),7.87693E+11,3٫99,https://drive.google.com/uc?id=1fTfm5xDpcrq2tNtkh030entAcrUwUMJc,,,,,,,BP-SNA-4OZ-10694,Shop Lenny & Larry's The Complete Cookie Baked Nutrition - Snickerdoodle (4 oz) online – $3.99 with quick delivery. Exceptional quality guaranteed. Order online for curbside pickup.
Snacks,Cookies & Pastries,Nabisco Mini Oreo Bite Size - Big Bag (3 oz),44000006808,3٫99,https://drive.google.com/uc?id=1GF_RLQk34w90NsYGn7IyzLALPVa-OQ7Z,,,,,,,BP-SNA-3OZ-10695,Want Nabisco Mini Oreo Bite Size - Big Bag (3 oz)? Available local delivery available for $3.99. Shop online – pickup in-store today.
Snacks,Crackers,Lunchables Ham & Cheddar Cracker Stackers (3.5 oz),44700360002,3٫99,https://drive.google.com/uc?id=1WPs-ycTapn1udwldhJ2ZXibDgIODj08g,,,,,,,BP-SNA-3.5OZ-10696,Great value alert: Lunchables Ham & Cheddar Cracker Stackers (3.5 oz) for $3.99. Fast delivery to your neighborhood.
Snacks,Crackers,Pepperidge Farm Goldfish Flavor Blasted Xtra Cheddar Crackers (2.45 oz),14100045557,3٫99,https://drive.google.com/uc?id=1bs3mQo91TINZ56QeisZwCEslVA2sE2V8,,,,,,,BP-SNA-2.45OZ-10697,"Stock up special: Pepperidge Farm Goldfish Flavor Blasted Xtra Cheddar Crackers (2.45 oz) is just $3.99. Multiple units of exceptional quality. Available same-day delivery. Buy online, enjoy tonight."
Snacks,Gum & Mints,Big Red Cinnamon Gum 15 CT,22000006684,3٫99,https://drive.google.com/uc?id=1PV0IMidYOUPMG9lIK63KEK99ITQxeXJA,,,,,,,BP-SNA-000-10698,Party-ready: Big Red Cinnamon Gum 15 CT at $3.99. Shop online – pickup in-store today.
Snacks,Gum & Mints,Extra Sugarfree Polar Ice Gum 15 CT,22000008985,3٫99,https://drive.google.com/uc?id=112oPc_3m4AGK3dZGikEi-SKBH-Z3sieG,,,,,,,BP-SNA-000-10699,Extra Sugarfree Polar Ice Gum 15 CT at $3.99. Premium quality throughout. Order now for next-hour delivery.
Snacks,Gum & Mints,Extra Sugarfree Watermelon Gum 15 CT,22000008381,3٫99,https://drive.google.com/uc?id=1TzJqhvr_NizOP-VzcCI8VFbYXd-48vMB,,,,,,,BP-SNA-000-10700,Smart shoppers choose Extra Sugarfree Watermelon Gum 15 CT – $3.99 for quality. In stock – order for delivery today.
Snacks,Gum & Mints,Hubba Bubba Strawberry Watermelon Gum 5 CT,22000000675,2٫99,https://drive.google.com/uc?id=1X2hghG295Xd9pPLYjFM5JneolWVufHrm,,,,,,,BP-SNA-000-10701,Experience Hubba Bubba Strawberry Watermelon Gum 5 CT for $2.99. In stock – order for delivery today.
Snacks,Gum & Mints,Ice Breaker Mints Coolmint (1.5 oz),34000000074,4٫99,https://drive.google.com/uc?id=1-bJrypjmIDfXZofFWQkDPEthzdcgfWj8,,,,,,,BP-SNA-1.5OZ-10702,Want Ice Breaker Mints Coolmint (1.5 oz)? Available local delivery available for $4.99. Order now for next-hour delivery.
Snacks,Gum & Mints,Ice Breakers Mints Wintergreen (1.5 oz),34000000098,4٫99,https://drive.google.com/uc?id=175W5oRZKYQxWpibqnR3SlGQYIm2PTHrB,,,,,,,BP-SNA-1.5OZ-10703,"Smart shoppers choose Ice Breakers Mints Wintergreen (1.5 oz) – $4.99 for quality. Buy online, enjoy tonight."
Snacks,Gum & Mints,Juicy Fruit Gum 15 CT,22000006677,3٫99,https://drive.google.com/uc?id=17LVLlk9GcwsKtriLVRNA62NpYaQAIv1z,,,,,,,BP-SNA-000-10704,"Juicy Fruit Gum 15 CT represents quality quality at $3.99. Crafted with care, priced to share. Shop online – pickup in-store today."
Snacks,Gum & Mints,Orbit White Sugarfree Peppermint Gum 15 CT,22000000897,3٫99,https://drive.google.com/uc?id=1Y_IK64kXIpdQTNTGtm6SIm4zzarWNbfm,,,,,,,BP-SNA-000-10705,Want Orbit White Sugarfree Peppermint Gum 15 CT? Available in your area for $3.99. Order online for curbside pickup.
Snacks,Gum & Mints,Wrigley's Winterfresh Gum 15 CT,22000006691,3٫99,https://drive.google.com/uc?id=16uUfAEsseN07YGN2YtEzEYJMTamKqooL,,,,,,,BP-SNA-000-10706,Customer favorite: Wrigley's Winterfresh Gum 15 CT at $3.99. In stock – order for delivery today.
Snacks,Gummy Candy,Life Savers Gummies 5 Flavors (4.2 oz),22000014641,4٫99,https://drive.google.com/uc?id=185MDKhzBRTERVjsMU4jPldzEDRc8jil0,,,,,,,BP-SNA-4.2OZ-10707,"Quality ingredients, proper process: Life Savers Gummies 5 Flavors (4.2 oz) is $4.99. Outstanding results guaranteed. Get it delivered to your door."
Snacks,Gummy Candy,Rip Rolls Green Apple Gummies (1.4 oz),9060000043,2٫99,https://drive.google.com/uc?id=1-Nvdl1RMVbTTEc6B49r2Xs3VgXR7C19y,,,,,,,BP-SNA-1.4OZ-10708,"Quality ingredients, proper process: Rip Rolls Green Apple Gummies (1.4 oz) is $2.99. Premium results guaranteed. Fast delivery to your neighborhood."
Snacks,Hard Candy,Baby Bottle Pop Watermelon (1.1 oz),41116005954,1٫99,https://drive.google.com/uc?id=1WCtqWiCDhNnisUwWJy5D4WEyyITLLd27,,,,,,,BP-SNA-1.1OZ-10709,"Right-size portion: Baby Bottle Pop Watermelon (1.1 oz) for $1.99. Quality quality, perfect quantity. Available near you. Add to cart for fast local delivery."
Snacks,Hard Candy,Ring Pop Blue Raspberry (0.5 oz),41116005190,1٫99,https://drive.google.com/uc?id=1SPXLxdw5UqRmK6XICML1A5XDoolMBRWu,,,,,,,BP-SNA-0.5OZ-10710,Stock up on Ring Pop Blue Raspberry (0.5 oz) for $1.99. Available for immediate pickup.
Snacks,Healthy Snacks,Blue Diamond Whole Natural (1.5 oz),41570051818,3٫99,https://drive.google.com/uc?id=16VCprF2b0PeDlfKvNvp3Zbd6mOHNyM6l,,,,,,,BP-SNA-1.5OZ-10711,Blue Diamond Whole Natural (1.5 oz) at $3.99. Quality quality throughout. Fast delivery to your neighborhood.
Snacks,Healthy Snacks,Clif Bar Chocolate Brownie - made with Organic Rolled Oats (2.4 oz),7.22252E+11,3٫99,https://drive.google.com/uc?id=1Cz_VbmZqQusi57WI6RTVvYdff9d4tJsA,,,,,,,BP-SNA-2.4OZ-10712,"Right-size portion: Clif Bar Chocolate Brownie - made with Organic Rolled Oats (2.4 oz) for $3.99. Premium quality, perfect quantity. Available fast shipping. Delivered fresh to your doorstep."
Snacks,Healthy Snacks,Clif Bar Chocolate Chip - made with Organic Rolled Oats (2.4 oz),7.22252E+11,3٫99,https://drive.google.com/uc?id=1QeYwyuxh0m732N1S1auWvnEDXaE1Ioxd,,,,,,,BP-SNA-2.4OZ-10713,Great value alert: Clif Bar Chocolate Chip - made with Organic Rolled Oats (2.4 oz) for $3.99. Available for immediate pickup.
Snacks,Healthy Snacks,Clif Bar Crunchy Peanut Butter - made with Organic Peanut Butter (2.4 oz),7.22252E+11,3٫99,https://drive.google.com/uc?id=1QM9lKhSgNLtojw2dH5x8GIjP6rcMG4N8,,,,,,,BP-SNA-2.4OZ-10714,Clif Bar Crunchy Peanut Butter - made with Organic Peanut Butter (2.4 oz) at $3.99. Remarkable quality throughout. Shop online – pickup in-store today.
Snacks,Healthy Snacks,Clif Bar White Chocolate Macadamia - made with Organic Rolled Oats (2.4 oz),7.22252E+11,3٫99,https://drive.google.com/uc?id=1L-ogRA8_accsSbpRus1QULXUxeRPnmP3,,,,,,,BP-SNA-2.4OZ-10715,"Clif Bar White Chocolate Macadamia - made with Organic Rolled Oats (2.4 oz) represents quality quality at $3.99. Crafted with care, priced to share. Order online for curbside pickup."
